student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,previous_gpa,pass_fail
S00224,Female,15,High School,High,Yes,Noisy,4.16,66.0,6.71,0.0,91.3,69.3,1,No,3.1,Pass
S00225,Female,17,High School,Medium,Yes,Moderate,3.41,74.7,7.56,2.3,100.0,82.4,2,No,1.73,Pass
S00226,Female,15,Bachelor,Medium,Yes,Quiet,3.88,78.2,5.46,3.0,94.5,66.8,5,Yes,2.37,Pass
S00227,Male,18,Bachelor,Low,Yes,Moderate,3.92,97.1,5.32,3.9,83.7,81.0,2,No,1.64,Fail
S00228,Female,15,Master,Low,Yes,Quiet,3.02,87.6,6.5,4.2,100.0,82.3,2,Yes,2.23,Pass
S00229,Male,18,High School,Medium,Yes,Moderate,3.03,78.4,7.45,1.9,58.7,80.7,2,Yes,1.23,Fail
S00230,Male,16,High School,High,Yes,Quiet,0.5,66.5,6.91,3.8,73.9,84.3,5,Yes,1.3,Fail
S00231,Female,17,Bachelor,Medium,Yes,Quiet,2.21,100.0,7.05,0.8,81.0,77.3,0,No,2.75,Pass
S00232,Female,16,High School,Medium,Yes,Quiet,2.26,90.3,6.73,1.7,64.4,63.6,1,Yes,1.78,Fail
S00233,Female,15,Master,High,Yes,Quiet,2.87,94.1,6.97,4.9,71.9,48.8,3,No,1.32,Fail
S00234,Female,16,Bachelor,Medium,Yes,Noisy,1.88,79.6,6.71,2.8,55.2,58.6,1,Yes,0.94,Fail
S00235,Female,17,Master,Low,Yes,Noisy,4.13,83.6,5.65,2.8,60.8,75.9,1,No,2.56,Pass
S00236,Female,16,Bachelor,Low,Yes,Moderate,1.94,81.6,5.51,2.2,76.3,86.7,5,Yes,1.74,Fail
S00237,Female,17,Master,Low,Yes,Quiet,4.32,85.6,8.36,5.3,65.9,77.3,4,No,1.22,Fail
S00238,Female,17,High School,High,Yes,Noisy,1.85,100.0,6.18,3.3,86.3,65.3,2,Yes,1.42,Fail
S00239,Male,16,Master,High,Yes,Noisy,2.28,73.0,6.76,4.7,84.0,63.6,0,Yes,1.97,Fail
S00240,Female,18,High School,Low,Yes,Noisy,2.18,84.6,8.19,1.6,85.4,70.5,2,Yes,2.64,Pass
S00241,Female,15,Bachelor,Low,No,Moderate,2.4,88.6,6.73,1.0,72.4,79.1,1,Yes,2.23,Fail
S00242,Male,18,High School,Medium,Yes,Quiet,4.41,83.8,7.88,1.4,96.2,70.5,0,Yes,2.84,Pass
S00243,Female,18,Bachelor,High,Yes,Quiet,2.61,95.0,6.11,3.4,87.5,62.5,0,No,1.68,Pass
S00244,Male,16,High School,Medium,No,Noisy,2.64,67.6,8.56,5.0,83.4,57.3,0,No,1.94,Fail
S00245,Male,15,High School,Medium,No,Noisy,2.11,100.0,7.23,3.6,83.5,59.3,0,No,2.5,Fail
S00246,Female,15,PhD,Low,Yes,Moderate,2.69,71.3,6.97,3.8,76.9,59.6,3,No,1.7,Fail
S00247,Male,18,High School,Medium,Yes,Quiet,3.26,73.7,6.84,2.8,99.8,69.0,0,No,1.57,Fail
S00248,Male,16,Master,Low,Yes,Moderate,2.74,80.5,7.77,0.6,97.1,57.9,2,No,1.89,Fail
S00249,Male,15,PhD,High,Yes,Noisy,2.82,78.5,7.24,5.5,74.5,61.6,1,Yes,1.33,Fail
S00250,Male,18,High School,Medium,Yes,Moderate,4.22,89.2,4.0,3.5,82.5,80.3,3,No,2.01,Fail
S00251,Female,15,Bachelor,High,Yes,Moderate,3.33,88.1,6.55,3.3,74.1,78.8,1,No,2.14,Fail
S00252,Male,16,High School,Medium,Yes,Quiet,1.62,86.1,7.32,3.8,100.0,95.4,4,No,2.68,Pass
S00253,Female,16,High School,High,Yes,Quiet,2.9,70.8,6.03,0.0,76.2,75.1,5,No,2.25,Pass
S00254,Male,16,Bachelor,Medium,Yes,Moderate,2.35,83.6,6.5,1.7,97.9,48.9,4,No,1.75,Fail
S00255,Male,15,Master,Medium,Yes,Noisy,3.63,85.2,6.61,3.4,100.0,46.9,1,No,1.52,Fail
S00256,Male,17,High School,Medium,Yes,Quiet,3.12,97.3,8.59,2.3,84.8,71.9,1,No,2.36,Pass
S00257,Male,15,Bachelor,Low,Yes,Quiet,4.36,87.0,7.6,2.4,53.9,69.3,1,Yes,2.24,Fail
S00258,Female,17,Bachelor,High,Yes,Moderate,2.11,88.8,7.33,4.4,100.0,66.2,1,Yes,1.78,Fail
S00259,Female,16,Master,Medium,Yes,Quiet,2.77,100.0,5.83,2.7,72.3,52.3,1,No,2.19,Fail
S00260,Male,18,High School,Medium,No,Moderate,1.72,73.4,6.32,6.1,69.7,55.6,1,No,0.85,Fail
S00261,Male,17,Bachelor,High,Yes,Moderate,2.95,81.1,7.85,2.4,100.0,86.1,3,No,2.01,Pass
S00262,Female,16,Bachelor,High,Yes,Moderate,1.16,73.6,7.66,3.7,60.5,85.3,2,Yes,2.0,Fail
S00263,Male,16,Bachelor,Medium,Yes,Noisy,3.39,100.0,5.58,3.2,100.0,74.0,1,Yes,2.37,Pass
S00264,Male,17,Master,High,Yes,Quiet,2.93,100.0,8.4,1.6,76.6,79.4,2,No,2.68,Pass
S00265,Male,18,Master,Low,Yes,Moderate,3.19,100.0,6.14,1.0,52.2,52.8,1,No,2.17,Pass
S00266,Female,16,High School,Low,Yes,Quiet,3.95,90.5,7.36,2.6,93.3,74.7,3,Yes,2.23,Pass
S00267,Female,17,Bachelor,Medium,Yes,Noisy,3.27,88.8,9.73,5.4,46.2,60.3,3,No,1.4,Fail
S00268,Female,18,High School,Medium,Yes,Noisy,1.47,80.4,6.58,1.9,79.3,88.7,4,No,1.35,Fail
S00269,Male,18,High School,Medium,Yes,Quiet,2.33,92.7,7.17,3.3,55.5,77.3,5,No,1.6,Fail
S00270,Male,16,Bachelor,Medium,Yes,Quiet,2.9,72.2,6.44,2.1,75.1,46.8,1,No,1.7,Fail
S00271,Female,15,High School,Medium,Yes,Quiet,2.61,72.2,7.18,2.8,90.5,51.7,4,No,1.18,Fail
S00272,Female,15,Bachelor,High,Yes,Moderate,2.75,80.8,8.43,4.2,86.3,68.8,2,Yes,1.42,Fail
S00273,Female,16,PhD,Medium,Yes,Quiet,4.95,100.0,6.81,2.7,83.1,56.4,1,No,2.58,Pass
S00274,Female,18,High School,High,No,Moderate,3.12,79.9,6.71,1.6,95.1,86.7,1,No,1.47,Fail
S00275,Male,16,Master,Medium,Yes,Moderate,3.46,81.2,8.1,4.9,80.0,42.2,1,No,1.67,Fail
S00276,Female,17,Bachelor,Low,No,Moderate,0.59,87.9,5.74,1.6,76.8,68.9,1,Yes,2.81,Pass
S00277,Male,15,Bachelor,Low,Yes,Noisy,3.9,94.0,7.08,3.5,84.3,46.2,0,Yes,2.05,Pass
S00278,Female,17,Master,Medium,Yes,Quiet,6.42,97.5,6.27,0.3,70.1,64.3,1,Yes,3.29,Pass
S00279,Male,16,High School,High,Yes,Noisy,4.61,73.8,6.76,4.4,92.9,51.4,3,No,2.08,Pass
S00280,Female,16,Bachelor,Low,Yes,Quiet,2.47,84.0,6.11,6.4,81.1,68.9,5,Yes,1.17,Fail
S00281,Female,18,Bachelor,Low,Yes,Quiet,5.74,87.2,5.57,2.5,90.7,56.3,1,Yes,2.73,Pass
S00282,Female,18,High School,High,Yes,Moderate,3.03,88.2,4.79,1.0,77.3,59.6,2,No,2.37,Pass
S00283,Female,18,Master,Medium,Yes,Moderate,3.37,93.7,6.55,3.7,87.5,86.0,1,No,1.57,Fail
S00284,Male,17,Master,Low,Yes,Quiet,2.68,93.2,7.23,2.6,90.0,63.3,2,No,1.09,Fail
S00285,Female,18,High School,Low,Yes,Moderate,2.65,85.3,7.81,5.7,49.7,28.9,1,No,0.86,Fail
S00286,Male,16,High School,High,Yes,Quiet,0.5,96.5,5.66,1.6,58.1,67.5,3,Yes,0.77,Fail
S00287,Male,18,Bachelor,High,Yes,Noisy,3.94,94.7,7.15,0.5,71.6,91.2,2,Yes,1.72,Fail
S00288,Male,15,High School,Low,Yes,Moderate,2.64,93.9,7.56,3.0,78.0,75.4,2,No,2.18,Pass
S00289,Male,18,Bachelor,Medium,Yes,Moderate,2.77,79.7,7.36,3.4,99.1,83.9,1,Yes,2.49,Pass
S00290,Female,17,High School,High,Yes,Noisy,3.33,92.1,7.26,1.3,86.8,60.8,1,Yes,2.21,Pass
S00291,Male,15,Bachelor,Medium,Yes,Moderate,2.5,97.0,4.84,3.9,87.8,79.6,1,No,2.74,Pass
S00292,Male,15,High School,High,Yes,Moderate,3.32,79.9,6.88,2.6,100.0,63.1,3,No,2.05,Pass
S00293,Male,15,High School,Medium,Yes,Moderate,4.44,86.3,6.92,2.1,100.0,74.8,0,Yes,2.26,Pass
S00294,Female,17,Bachelor,High,No,Moderate,3.49,100.0,7.55,3.3,64.9,87.6,3,Yes,1.91,Fail
S00295,Female,16,Bachelor,Medium,Yes,Quiet,2.82,89.0,8.39,2.1,98.5,53.9,3,No,1.41,Fail
S00296,Female,18,PhD,Low,No,Quiet,2.85,84.1,6.74,1.4,81.6,43.0,4,No,1.98,Pass
S00297,Female,15,Master,Medium,Yes,Quiet,3.24,99.6,6.66,0.1,72.3,63.7,0,No,2.23,Pass
S00298,Male,15,High School,Medium,Yes,Moderate,2.0,80.3,7.13,1.6,75.6,74.9,2,No,1.59,Fail
S00299,Male,15,High School,High,Yes,Quiet,3.25,68.0,7.02,6.2,70.6,94.7,2,Yes,1.38,Fail
S00300,Female,16,Master,Low,Yes,Quiet,3.82,77.2,7.43,2.6,82.1,71.3,2,No,1.73,Fail
S00301,Male,16,Master,High,Yes,Quiet,3.11,96.4,7.53,1.0,78.8,79.4,4,No,1.79,Pass
S00302,Male,17,Master,Low,Yes,Moderate,2.49,90.2,6.82,4.4,98.5,59.7,1,Yes,2.81,Pass
S00303,Male,16,High School,Medium,Yes,Moderate,2.66,85.7,7.5,2.4,100.0,60.1,3,No,2.0,Fail
S00304,Female,18,PhD,Low,Yes,Moderate,3.78,95.6,6.78,2.9,73.9,75.2,4,Yes,1.15,Fail
S00305,Female,17,High School,Medium,Yes,Quiet,1.68,86.7,5.55,2.9,60.6,93.8,2,No,1.8,Fail
S00306,Male,17,Bachelor,Medium,Yes,Noisy,2.02,82.8,5.84,4.7,90.0,70.4,3,Yes,0.86,Fail
S00307,Female,18,Master,Medium,Yes,Moderate,1.07,93.4,4.67,0.5,94.1,74.0,3,No,1.63,Pass
S00308,Female,18,High School,Low,No,Moderate,3.04,81.2,8.66,4.7,85.7,59.8,2,No,1.86,Fail
S00309,Female,18,Master,Medium,Yes,Noisy,4.03,89.9,8.29,3.6,56.9,61.5,2,No,2.43,Pass
S00310,Female,17,High School,High,Yes,Noisy,4.6,77.1,8.03,2.6,68.1,86.8,1,No,2.11,Pass
S00311,Female,17,PhD,Medium,Yes,Moderate,4.86,74.5,6.78,1.2,82.2,48.2,2,No,2.72,Pass
S00312,Male,17,High School,Low,Yes,Noisy,2.17,76.3,7.98,2.1,70.8,58.6,5,No,1.92,Fail
S00313,Female,18,PhD,Low,Yes,Moderate,3.3,84.7,7.9,2.6,65.0,66.4,2,No,1.98,Fail
S00314,Male,18,High School,High,Yes,Quiet,2.52,78.5,5.55,5.2,100.0,71.6,2,No,2.09,Pass
S00315,Male,15,Bachelor,Medium,Yes,Quiet,4.98,78.8,6.21,4.7,65.0,68.7,3,No,3.12,Pass
S00316,Female,16,Bachelor,Low,Yes,Moderate,4.56,83.5,7.54,1.9,98.1,81.9,2,No,2.15,Fail
S00317,Male,15,Bachelor,Medium,Yes,Moderate,3.2,84.3,6.51,5.5,86.2,100.0,2,No,1.55,Fail
S00318,Male,18,High School,Medium,Yes,Moderate,2.26,69.5,6.29,3.9,89.1,54.1,3,Yes,1.57,Fail
S00319,Male,17,Bachelor,Low,Yes,Noisy,0.5,59.8,7.82,3.2,97.1,74.1,2,No,1.61,Fail
S00320,Female,18,High School,High,No,Moderate,1.28,89.0,6.17,2.1,69.7,59.9,0,No,1.47,Fail
S00321,Female,16,Bachelor,Medium,Yes,Quiet,0.78,86.4,9.48,1.6,75.5,83.9,4,Yes,0.88,Fail
S00322,Male,15,High School,Medium,No,Quiet,1.26,71.3,8.59,3.3,87.1,97.6,2,No,1.79,Fail
S00323,Female,15,PhD,Medium,Yes,Noisy,5.25,89.4,6.79,3.1,52.3,69.2,2,Yes,2.23,Pass
S00324,Female,17,High School,High,Yes,Noisy,1.45,89.3,8.25,1.9,100.0,85.1,3,No,2.02,Fail
S00325,Female,15,High School,Low,Yes,Moderate,1.73,82.0,7.19,4.2,81.7,55.5,5,No,1.45,Fail
S00326,Female,15,High School,Low,No,Noisy,1.9,100.0,6.58,2.7,65.9,89.0,1,No,1.47,Fail
S00327,Male,18,Bachelor,Low,Yes,Noisy,6.12,97.7,8.98,3.1,96.4,95.9,3,No,3.11,Pass
S00328,Male,15,High School,Medium,No,Noisy,2.93,81.0,7.39,4.1,81.4,68.0,2,Yes,1.39,Fail
S00329,Female,15,Bachelor,Medium,Yes,Quiet,4.19,81.2,6.11,3.7,69.2,80.1,2,Yes,1.16,Fail
S00330,Female,15,Master,Medium,Yes,Moderate,3.21,70.4,7.46,0.1,94.2,51.3,2,No,2.59,Pass
S00331,Male,17,Bachelor,Low,Yes,Quiet,0.62,97.2,8.68,3.6,45.1,60.7,2,No,0.44,Fail
S00332,Male,17,Bachelor,Medium,Yes,Noisy,4.84,87.5,7.0,2.5,86.3,78.2,3,No,3.34,Pass
S00333,Female,18,High School,Medium,Yes,Noisy,3.48,93.2,7.21,1.8,99.7,100.0,5,Yes,2.19,Fail
S00334,Male,15,Bachelor,Medium,Yes,Moderate,2.85,63.7,6.7,2.6,67.5,42.7,3,No,1.59,Fail
S00335,Female,17,High School,High,Yes,Moderate,5.11,92.8,7.35,2.0,60.8,72.9,1,Yes,2.12,Pass
S00336,Female,17,Master,Medium,Yes,Moderate,2.58,79.9,6.02,2.7,86.3,89.0,1,Yes,2.25,Pass
S00337,Male,18,High School,Medium,Yes,Moderate,2.83,90.8,6.2,2.5,69.8,97.5,2,No,2.39,Pass
S00338,Male,16,Bachelor,Low,Yes,Quiet,2.59,90.2,6.66,3.5,100.0,67.0,2,No,1.66,Pass
S00339,Female,15,High School,Medium,Yes,Moderate,4.29,84.8,7.17,0.2,72.0,89.4,3,No,2.8,Pass
S00340,Female,17,Master,High,Yes,Quiet,3.98,78.0,8.11,2.8,77.1,81.1,2,Yes,1.6,Fail
S00341,Male,18,High School,High,Yes,Noisy,3.33,89.0,6.85,2.5,87.8,96.7,4,Yes,2.74,Pass
S00342,Female,18,Bachelor,Low,Yes,Moderate,1.74,76.6,7.83,5.9,52.7,67.0,2,No,1.17,Fail
S00343,Male,18,High School,Medium,Yes,Noisy,2.56,95.5,6.56,0.0,80.9,71.5,0,Yes,2.19,Fail
S00344,Female,17,Bachelor,Low,No,Moderate,1.74,77.8,7.59,3.9,96.8,60.7,2,No,1.28,Fail
S00345,Male,15,Master,High,Yes,Quiet,4.39,85.2,8.2,3.2,78.8,65.6,3,Yes,2.33,Pass
S00346,Male,16,Bachelor,Medium,Yes,Quiet,1.11,77.5,6.88,3.6,62.8,65.5,2,Yes,1.03,Fail
S00347,Male,15,Bachelor,Medium,Yes,Noisy,4.91,86.6,7.35,1.8,73.5,57.8,0,Yes,2.13,Pass
S00348,Female,18,Master,Low,Yes,Moderate,4.55,74.7,6.41,3.0,51.3,97.0,2,No,1.57,Fail
S00349,Female,18,Bachelor,High,Yes,Quiet,1.9,76.9,7.59,2.7,75.6,70.9,1,No,1.51,Fail
S00350,Male,16,Bachelor,Medium,Yes,Quiet,2.5,100.0,4.2,7.8,96.7,62.8,1,Yes,1.93,Pass
S00351,Female,15,Bachelor,Low,Yes,Moderate,2.15,93.4,5.37,2.0,70.6,64.0,2,Yes,1.98,Fail
S00352,Male,18,Bachelor,Medium,Yes,Quiet,3.52,88.7,7.57,1.3,90.5,46.8,0,No,2.5,Pass
S00353,Male,18,High School,Low,Yes,Quiet,4.69,90.1,5.36,5.5,57.8,79.2,3,No,2.26,Fail
S00354,Female,15,Master,Medium,Yes,Moderate,4.42,88.1,6.51,3.0,100.0,57.0,2,No,1.64,Pass
S00355,Female,18,Bachelor,High,Yes,Moderate,2.48,84.1,8.4,3.3,97.0,60.8,2,Yes,1.37,Fail
S00356,Male,15,High School,High,No,Moderate,4.51,92.6,7.86,4.2,72.6,87.1,2,No,2.32,Pass
S00357,Female,18,Master,Medium,Yes,Noisy,4.41,76.7,9.39,2.6,60.2,62.0,1,No,2.07,Pass
S00358,Female,15,High School,High,Yes,Moderate,2.77,100.0,7.08,1.9,72.4,76.9,3,No,1.7,Fail
S00359,Male,16,High School,Medium,Yes,Noisy,2.99,86.2,6.92,2.7,84.2,61.7,1,No,1.98,Fail
S00360,Male,18,Bachelor,Low,Yes,Quiet,4.85,93.0,7.01,1.2,96.3,62.4,2,No,2.34,Pass
S00361,Female,16,Master,High,Yes,Quiet,4.27,100.0,6.08,0.3,48.3,60.6,2,No,2.48,Pass
S00362,Male,18,Master,Medium,Yes,Quiet,4.47,89.9,6.79,1.2,98.1,67.3,0,No,2.69,Pass
S00363,Male,18,PhD,Medium,Yes,Quiet,6.1,76.9,5.74,0.0,83.9,49.2,0,Yes,3.14,Pass
S00364,Female,17,Master,High,Yes,Noisy,3.66,97.2,8.17,2.0,62.5,81.4,3,No,2.17,Fail
S00365,Male,15,High School,Low,Yes,Noisy,3.39,100.0,7.74,1.8,41.8,100.0,1,No,1.69,Fail
S00366,Male,16,High School,Medium,Yes,Moderate,4.63,65.5,5.84,3.4,82.1,78.9,0,No,2.69,Pass
S00367,Female,16,Master,High,Yes,Moderate,5.39,84.0,6.33,2.7,83.3,56.2,0,No,3.05,Pass
S00368,Female,16,High School,Medium,Yes,Moderate,2.27,87.9,7.39,2.3,70.8,80.1,0,No,1.7,Pass
S00369,Male,15,Bachelor,Low,Yes,Moderate,2.76,82.4,7.27,4.3,93.7,46.8,0,No,1.44,Fail
S00370,Male,17,Bachelor,Medium,Yes,Quiet,1.78,72.5,5.95,1.9,100.0,58.5,0,Yes,1.74,Fail
S00371,Female,16,High School,Low,Yes,Moderate,3.41,76.2,7.07,0.8,74.0,63.4,5,No,2.02,Fail
S00372,Female,15,Master,Medium,Yes,Moderate,4.07,66.5,7.57,0.0,68.8,85.7,3,Yes,2.66,Pass
S00373,Female,18,Bachelor,Medium,Yes,Quiet,1.86,94.6,7.6,2.5,100.0,80.5,2,No,2.41,Pass
S00374,Female,16,Bachelor,Medium,Yes,Quiet,4.36,98.7,8.68,2.4,76.7,48.6,4,Yes,2.13,Pass
S00375,Male,16,PhD,Medium,Yes,Quiet,2.46,98.6,7.25,4.4,89.9,82.2,1,No,2.09,Fail
S00376,Female,17,Bachelor,Medium,Yes,Moderate,2.36,84.7,5.76,1.2,70.9,61.7,1,Yes,1.41,Fail
S00377,Female,16,High School,Medium,Yes,Quiet,4.36,87.7,5.94,3.6,97.1,79.1,2,No,2.41,Pass
S00378,Male,16,Bachelor,High,Yes,Moderate,2.25,95.7,8.26,0.0,61.3,58.6,0,Yes,1.97,Fail
S00379,Female,18,Master,Medium,Yes,Moderate,1.32,82.7,8.61,0.6,82.2,68.4,3,No,1.85,Fail
S00380,Male,15,Master,High,Yes,Quiet,3.89,75.5,6.97,3.1,84.4,57.6,2,No,2.0,Fail
S00381,Female,15,Master,Medium,Yes,Noisy,2.84,79.3,7.38,3.5,77.3,68.5,2,Yes,2.22,Fail
S00382,Female,17,Bachelor,Medium,Yes,Moderate,4.44,86.8,7.09,0.0,70.5,52.2,2,Yes,3.17,Pass
S00383,Female,18,High School,Low,Yes,Quiet,4.0,77.9,6.7,1.3,100.0,57.2,4,No,2.35,Pass
S00384,Male,15,Master,Medium,No,Noisy,0.9,89.7,5.51,2.6,92.1,60.5,2,No,0.65,Fail
S00385,Male,18,Master,Medium,Yes,Quiet,4.58,71.4,7.48,2.4,67.0,55.4,3,Yes,1.77,Fail
S00386,Female,15,High School,Low,Yes,Noisy,5.28,82.6,8.78,3.3,51.7,64.3,0,Yes,2.8,Pass
S00387,Male,18,High School,High,Yes,Moderate,4.24,89.1,7.17,3.9,100.0,71.3,1,No,1.71,Fail
S00388,Male,17,PhD,Medium,Yes,Quiet,4.29,86.3,6.7,0.6,66.1,89.9,0,No,1.77,Fail
S00389,Male,16,Master,High,Yes,Moderate,2.7,77.6,6.57,3.2,80.9,53.2,0,Yes,2.01,Fail
S00390,Male,17,Master,Low,No,Quiet,2.43,92.4,7.5,1.4,81.4,54.4,4,No,1.61,Fail
S00391,Male,15,Master,Medium,Yes,Quiet,3.25,87.6,8.15,3.0,84.3,70.5,5,No,1.59,Fail
S00392,Male,17,Bachelor,Low,Yes,Quiet,4.1,64.1,7.53,1.8,54.7,45.5,3,No,2.21,Fail
S00393,Female,16,Bachelor,Low,Yes,Quiet,4.07,89.6,5.13,4.1,74.8,73.7,3,No,2.42,Pass
S00394,Female,17,Bachelor,High,Yes,Moderate,2.47,80.8,8.74,3.4,79.8,70.2,1,No,1.78,Fail
S00395,Male,15,High School,Low,Yes,Noisy,2.35,79.8,7.83,1.0,79.2,78.2,3,No,1.18,Fail
S00396,Female,15,Bachelor,Medium,Yes,Noisy,1.21,76.7,6.82,0.0,90.7,100.0,1,No,1.58,Fail
S00397,Female,17,Bachelor,Low,Yes,Quiet,3.78,75.0,6.47,4.3,82.5,70.9,2,Yes,2.17,Fail
S00398,Female,16,Bachelor,Medium,Yes,Moderate,2.53,87.1,6.55,1.4,86.7,61.9,4,No,2.04,Pass
S00399,Female,17,Bachelor,High,Yes,Quiet,2.64,90.5,7.86,1.6,71.0,84.4,2,No,2.11,Pass
S00400,Male,16,Bachelor,Medium,No,Moderate,5.07,86.5,5.02,3.6,100.0,69.8,3,Yes,2.16,Pass
S00401,Female,18,High School,Medium,No,Noisy,3.72,94.5,7.51,1.0,75.7,67.5,2,No,2.42,Pass
S00402,Female,16,High School,Medium,Yes,Quiet,3.39,90.8,7.28,2.8,84.9,96.8,0,No,2.62,Pass
S00403,Male,18,High School,High,Yes,Noisy,4.0,64.9,7.27,2.5,81.7,81.3,2,No,2.12,Pass
S00404,Male,17,High School,Medium,Yes,Noisy,4.7,75.8,5.84,2.4,86.8,55.7,2,No,2.09,Pass
S00405,Female,16,PhD,Medium,Yes,Moderate,1.06,96.9,5.3,4.3,98.0,56.2,2,No,1.39,Fail
S00406,Female,18,High School,Medium,Yes,Moderate,2.32,72.3,9.24,3.2,67.4,50.0,3,No,2.43,Pass
S00407,Female,18,High School,High,Yes,Moderate,2.72,57.6,7.13,4.0,92.4,53.5,2,No,1.45,Fail
S00408,Female,18,Bachelor,Medium,Yes,Noisy,1.83,100.0,8.94,2.1,91.1,86.9,2,Yes,1.84,Pass
S00409,Female,15,Bachelor,Medium,Yes,Moderate,2.68,88.0,7.9,1.4,82.6,62.4,4,Yes,1.04,Fail
S00410,Female,17,High School,Medium,Yes,Quiet,1.14,78.2,7.11,4.1,83.4,43.2,3,No,1.28,Fail
S00411,Male,18,Master,Low,Yes,Moderate,4.11,76.5,7.23,1.6,62.7,76.9,3,Yes,2.71,Pass
S00412,Female,16,Master,Medium,Yes,Quiet,2.38,91.3,8.08,2.7,74.9,72.5,3,No,1.94,Fail
S00413,Female,18,High School,Medium,Yes,Noisy,3.24,89.8,8.19,3.1,51.4,63.3,1,No,1.98,Pass
S00414,Male,15,High School,Medium,No,Noisy,3.06,88.3,7.48,1.3,75.4,60.5,0,No,2.03,Pass
S00415,Male,17,Master,Medium,Yes,Moderate,3.67,83.1,8.09,1.4,79.1,70.3,3,No,2.15,Pass
S00416,Male,15,Master,Low,Yes,Moderate,0.5,72.2,8.14,2.1,59.0,71.1,4,Yes,1.26,Fail
S00417,Male,15,Bachelor,Medium,Yes,Noisy,3.54,84.6,7.33,3.6,84.5,76.0,0,No,1.56,Fail
S00418,Female,15,High School,High,Yes,Quiet,2.67,95.7,6.4,3.0,98.1,43.8,1,No,2.2,Pass
S00419,Female,16,Bachelor,High,Yes,Moderate,3.49,79.6,7.5,0.5,83.2,53.5,1,No,2.33,Pass
S00420,Female,17,Bachelor,Medium,Yes,Moderate,1.58,91.0,6.25,5.4,79.9,63.3,4,Yes,1.52,Fail
S00421,Female,17,High School,Medium,Yes,Moderate,3.5,81.0,6.62,3.1,72.1,50.0,3,No,1.49,Fail
S00422,Female,16,Bachelor,High,Yes,Quiet,4.56,93.0,7.4,1.9,85.6,77.2,3,Yes,2.68,Pass
S00423,Female,17,Bachelor,Medium,Yes,Moderate,3.23,75.2,6.92,2.3,64.8,80.1,1,No,1.8,Fail
S00424,Male,15,High School,Medium,Yes,Moderate,2.14,85.1,8.32,2.1,43.8,60.9,0,No,1.31,Fail
S00425,Female,17,Master,High,Yes,Quiet,2.19,89.6,6.34,1.9,100.0,79.9,2,Yes,2.15,Pass
S00426,Male,16,Master,Medium,Yes,Quiet,3.69,78.2,4.87,4.2,94.4,73.4,2,No,1.92,Fail
S00427,Male,15,High School,Medium,No,Quiet,3.68,88.6,8.31,6.1,63.5,73.5,2,No,1.99,Fail
S00428,Female,16,Master,Low,Yes,Quiet,3.43,84.7,7.05,1.7,58.3,26.8,2,No,2.23,Fail
S00429,Male,18,High School,Low,Yes,Moderate,2.95,84.6,7.1,1.8,81.6,67.1,1,Yes,1.73,Fail
S00430,Female,15,Master,Low,Yes,Moderate,3.24,78.2,6.21,2.4,81.0,61.0,3,Yes,1.91,Fail
S00431,Male,15,High School,High,Yes,Quiet,2.92,95.0,5.12,0.4,92.2,67.9,3,Yes,2.51,Pass
S00432,Female,17,High School,Medium,Yes,Moderate,2.54,75.5,6.18,3.3,75.0,63.6,2,No,2.12,Fail
S00433,Male,15,Bachelor,Medium,Yes,Moderate,3.91,87.8,7.57,2.8,97.3,52.0,2,No,2.7,Pass
S00434,Female,16,Bachelor,High,Yes,Quiet,3.37,76.5,6.8,2.7,76.8,65.0,1,Yes,2.01,Pass
S00435,Female,17,Master,Medium,No,Moderate,4.55,84.3,6.67,0.0,98.2,63.8,2,No,2.75,Pass
S00436,Female,18,High School,Medium,Yes,Moderate,4.34,91.4,5.3,0.0,77.3,83.5,3,Yes,2.61,Pass
S00437,Female,16,High School,Low,Yes,Quiet,3.33,82.1,8.81,1.9,67.0,67.9,1,Yes,2.2,Fail
S00438,Female,18,Bachelor,High,Yes,Quiet,3.71,54.2,6.94,3.5,74.4,61.4,2,Yes,1.6,Fail
S00439,Male,18,Bachelor,Low,Yes,Noisy,1.85,71.6,9.34,0.0,89.8,51.3,2,No,2.67,Pass
S00440,Male,18,High School,Low,Yes,Moderate,2.91,63.4,7.37,3.8,85.3,100.0,0,Yes,1.95,Pass
S00441,Male,15,Bachelor,Low,Yes,Moderate,3.41,85.7,8.55,2.0,80.8,84.9,2,No,2.15,Pass
S00442,Female,16,Master,Low,Yes,Moderate,1.1,84.9,6.28,1.3,64.3,72.5,2,No,2.02,Pass
S00443,Male,16,Master,Low,Yes,Noisy,3.52,81.5,5.49,2.6,79.1,48.7,4,Yes,3.17,Pass
S00444,Female,15,PhD,Medium,Yes,Noisy,1.85,78.7,6.81,0.6,70.2,47.2,3,No,1.72,Fail
S00445,Female,17,High School,Low,Yes,Quiet,1.98,87.2,7.56,0.0,69.8,95.1,1,Yes,2.78,Pass
S00446,Male,18,Bachelor,Medium,No,Moderate,2.36,70.5,7.67,4.3,94.9,94.2,2,No,2.48,Fail
S00447,Male,16,High School,Low,Yes,Moderate,2.96,94.6,7.39,2.4,68.5,74.1,1,Yes,1.98,Fail
